Feature,KS Statistic,KS P-value,Wasserstein Distance,Jensen-Shannon Divergence,# Features,# Similaires (p > 0.05),# Différentes,PD (%),CB Diff (%),TSTR RF Accuracy,TSTR RF F1-score,TSTR MLP Accuracy,TSTR MLP F1-score,Diversity Gap (%),Vendi Score (real),Vendi Score (synth),Vendi Gap (%),Mean (synth),Variance (synth)
Destination Port,0.36597962569787357,0.0,7848.102265092246,0.12444776735529298,,,,,,,,,,,,,,,
Flow Duration,0.3731150163585673,0.0,9311850.412553804,0.03734178826228297,,,,,,,,,,,,,,,
Total Fwd Packets,0.1922315547074907,0.0,6.603653766994952,1.0761633466772011e-05,,,,,,,,,,,,,,,
Total Backward Packets,0.12996538744980335,0.0,8.401856021974478,9.149983954923837e-06,,,,,,,,,,,,,,,
Total Length of Fwd Packets,0.19965267218223146,0.0,417.2119657999069,8.418507788087372e-07,,,,,,,,,,,,,,,
Total Length of Bwd Packets,0.2651633239929898,0.0,15262.067659256656,8.381076996545862e-10,,,,,,,,,,,,,,,
Fwd Packet Length Max,0.2219789693748948,0.0,134.24058409916145,0.06376206133132906,,,,,,,,,,,,,,,
Fwd Packet Length Min,0.2292865740930649,0.0,7.649650479724003,0.11897936089086712,,,,,,,,,,,,,,,
Fwd Packet Length Mean,0.3382312378619147,0.0,39.578363928109844,0.07902345172578197,,,,,,,,,,,,,,,
Fwd Packet Length Std,0.13659580547379024,0.0,48.80570605255206,0.08514186436171814,,,,,,,,,,,,,,,
Bwd Packet Length Max,0.25991910536388446,0.0,366.58889392604226,0.2310427716196777,,,,,,,,,,,,,,,
Bwd Packet Length Min,0.3045271433400899,0.0,30.408380353311077,0.18301818165571307,,,,,,,,,,,,,,,
Bwd Packet Length Mean,0.23250701233010218,0.0,68.12039105987783,0.2286037158644257,,,,,,,,,,,,,,,
Bwd Packet Length Std,0.1839582075027335,0.0,127.28044313735315,0.17554486359904922,,,,,,,,,,,,,,,
Flow Bytes/s,0.41414722569164986,0.0,1469951.0385643768,1.0219193281622599e-06,,,,,,,,,,,,,,,
Flow Packets/s,0.3285409261226447,0.0,49047.12914825595,0.055663880884796756,,,,,,,,,,,,,,,
Flow IAT Mean,0.1941496020334697,0.0,546168.5516262765,0.02436708265749853,,,,,,,,,,,,,,,
Flow IAT Std,0.30720194237653986,0.0,1272834.3294056754,0.03024723599020475,,,,,,,,,,,,,,,
Flow IAT Max,0.3666985398228211,0.0,3345263.4512216933,0.021719697299603182,,,,,,,,,,,,,,,
Flow IAT Min,0.4966497823808399,0.0,95396.0781720993,2.8561539891647546e-05,,,,,,,,,,,,,,,
Fwd IAT Total,0.27851857719362516,0.0,10072366.13609436,0.03989820964644365,,,,,,,,,,,,,,,
Fwd IAT Mean,0.3011893025012412,0.0,1698126.8417164434,0.020814730221152152,,,,,,,,,,,,,,,
Fwd IAT Std,0.20086312129669054,0.0,1360209.8588841637,0.03554576958026868,,,,,,,,,,,,,,,
Fwd IAT Max,0.27658072701914793,0.0,3364910.8140795426,0.02281196872978068,,,,,,,,,,,,,,,
Fwd IAT Min,0.34656788345740763,0.0,937156.0062449696,0.0001232571088307156,,,,,,,,,,,,,,,
