Feature,KS Statistic,KS P-value,Wasserstein Distance,Jensen-Shannon Divergence,# Features,# Similaires (p > 0.05),# Différentes,PD (%),CB Diff (%),TSTR RF Accuracy,TSTR RF F1-score,TSTR MLP Accuracy,TSTR MLP F1-score,Diversity Gap (%),Vendi Score (real),Vendi Score (synth),Vendi Gap (%),Mean (synth),Variance (synth)
Destination Port,0.3371898471524626,0.0,1713.271248779024,0.03801466368558531,,,,,,,,,,,,,,,
Flow Duration,0.1972270452420031,0.0,11232804.6969508,0.010099291598288916,,,,,,,,,,,,,,,
Total Fwd Packets,0.07966224587044701,0.0,92.90135947514634,0.00011072909595949103,,,,,,,,,,,,,,,
Total Backward Packets,0.12500567435962495,0.0,49.009335771368534,2.5366099820332847e-05,,,,,,,,,,,,,,,
Total Length of Fwd Packets,0.07596255555869547,0.0,259.90349624223654,2.4815178170043826e-06,,,,,,,,,,,,,,,
Total Length of Bwd Packets,0.12494524859872436,0.0,77736.71993249274,2.2660878329893514e-09,,,,,,,,,,,,,,,
Fwd Packet Length Max,0.10098173744628858,0.0,61.66577474893639,0.028571312062762852,,,,,,,,,,,,,,,
Fwd Packet Length Min,0.13806270952183108,0.0,9.668992508725516,0.005392994741281627,,,,,,,,,,,,,,,
Fwd Packet Length Mean,0.10396969776590977,0.0,15.27192211916432,0.009953401758379797,,,,,,,,,,,,,,,
Fwd Packet Length Std,0.33522718430986004,0.0,33.85504890675751,0.026806506814604558,,,,,,,,,,,,,,,
Bwd Packet Length Max,0.16100588727779785,0.0,624.7233356360179,0.08010357578101845,,,,,,,,,,,,,,,
Bwd Packet Length Min,0.14930557658265253,0.0,23.316293241997947,0.038956482872131916,,,,,,,,,,,,,,,
Bwd Packet Length Mean,0.1589815525832522,0.0,98.58495105339148,0.042181533739294244,,,,,,,,,,,,,,,
Bwd Packet Length Std,0.4464308932947957,0.0,201.6298015050514,0.06937404001788677,,,,,,,,,,,,,,,
Flow Bytes/s,0.1427733109948963,0.0,407447.42881072813,1.6062223094691227e-07,,,,,,,,,,,,,,,
Flow Packets/s,0.22177212274342428,0.0,43328.42300278753,0.011850309959980364,,,,,,,,,,,,,,,
Flow IAT Mean,0.15410363327484677,0.0,1546840.0078580498,0.005055815124892461,,,,,,,,,,,,,,,
Flow IAT Std,0.24389631671862227,0.0,3884723.196044337,0.01064700757167544,,,,,,,,,,,,,,,
Flow IAT Max,0.19799945744641903,0.0,7693848.389931451,0.009461271173550835,,,,,,,,,,,,,,,
Flow IAT Min,0.2737625841243032,0.0,124335.62286483141,0.00011697147091973316,,,,,,,,,,,,,,,
Fwd IAT Total,0.2832894264460768,0.0,12758332.407081176,0.009046393065238478,,,,,,,,,,,,,,,
Fwd IAT Mean,0.2491152630456307,0.0,6072465.505552436,0.004722191309668039,,,,,,,,,,,,,,,
