Feature,KS Statistic,KS P-value,Wasserstein Distance,Jensen-Shannon Divergence,# Features,# Similaires (p > 0.05),# Différentes,PD (%),CB Diff (%),TSTR RF Accuracy,TSTR RF F1-score,TSTR MLP Accuracy,TSTR MLP F1-score,Diversity Gap (%),Vendi Score (real),Vendi Score (synth),Vendi Gap (%),Mean (synth),Variance (synth)
Destination Port,0.31303794716494043,0.0,2292.724011488164,0.05913808989797406,,,,,,,,,,,,,,,
Flow Duration,0.24685743413058328,0.0,10721225.889808223,0.009244104834612953,,,,,,,,,,,,,,,
Total Fwd Packets,0.10606144646174898,0.0,28.719537721281135,0.00023043393481549264,,,,,,,,,,,,,,,
Total Backward Packets,0.0884929358478157,0.0,45.50206807272751,8.243165789249986e-05,,,,,,,,,,,,,,,
Total Length of Fwd Packets,0.09335774316291934,0.0,993.2793517418305,5.733193249155291e-06,,,,,,,,,,,,,,,
Total Length of Bwd Packets,0.1313758636571656,0.0,55040.56087892506,3.428549321816006e-08,,,,,,,,,,,,,,,
Fwd Packet Length Max,0.09772386543433409,0.0,65.70962531545685,0.026225439674730528,,,,,,,,,,,,,,,
Fwd Packet Length Min,0.10115929017156622,0.0,6.731966747707197,0.021147197467965947,,,,,,,,,,,,,,,
Fwd Packet Length Mean,0.10738163581648319,0.0,10.959278279730286,0.007397999541503677,,,,,,,,,,,,,,,
Fwd Packet Length Std,0.387645632685799,0.0,15.107636712016918,0.02176002211367427,,,,,,,,,,,,,,,
Bwd Packet Length Max,0.08839555278431832,0.0,282.50122945027493,0.04349164095333764,,,,,,,,,,,,,,,
Bwd Packet Length Min,0.16073071530982508,0.0,18.704078594434517,0.04226163814526606,,,,,,,,,,,,,,,
Bwd Packet Length Mean,0.1355975182273273,0.0,84.52650238218123,0.026973868947187812,,,,,,,,,,,,,,,
Bwd Packet Length Std,0.4394902972997201,0.0,68.38899293731362,0.04307905424613748,,,,,,,,,,,,,,,
Flow Bytes/s,0.10496704248339878,0.0,1466769.2574344552,1.808106323849004e-07,,,,,,,,,,,,,,,
Flow Packets/s,0.16276351810174183,0.0,24063.40600138084,0.00595309244134375,,,,,,,,,,,,,,,
